date,T2M,RH2M,U2M,V2M,PS,site
2025-05-11,303.25687,73.33145,0.35831234,1.9980526,100053.4,location_11579
2025-05-12,304.73138,65.24663,0.015798071,1.1417208,99889.98,location_11579
2025-05-13,304.76712,64.25376,-0.28152266,0.63060504,99889.1,location_11579
2025-05-14,304.6643,66.49174,-0.64327323,0.53899676,99997.555,location_11579
2025-05-15,305.2079,66.95986,-0.3131629,1.4101819,100000.73,location_11579
2025-05-16,303.00992,59.20961,-0.682995,1.2087804,100089.71,location_11579
2025-05-17,304.22595,61.931324,-0.44849077,0.60824,99982.87,location_11579
2025-05-18,303.27145,73.2584,-1.0708863,-0.16309232,99874.01,location_11579
2025-05-19,303.1699,73.63561,-0.019890686,-0.45562062,99777.85,location_11579
2025-05-20,302.3284,79.00002,0.5331505,2.3269637,99753.125,location_11579
2025-05-21,303.40848,72.347725,1.5377408,1.4778994,99857.625,location_11579
2025-05-22,303.79874,67.07619,1.5870295,2.4647636,99888.93,location_11579
2025-05-23,304.25247,68.94108,1.1892359,2.897993,99716.46,location_11579
2025-05-24,304.07977,67.95982,3.0748942,3.1613448,99723.77,location_11579
2025-05-25,303.17175,72.60627,2.774086,4.261052,99828.9,location_11579
2025-05-26,302.9805,67.202965,4.7835655,2.451904,99707.96,location_11579
2025-05-27,304.1158,60.766598,4.4148855,1.3751658,99591.02,location_11579
2025-05-28,303.78592,64.04827,4.4002566,0.06890077,99564.43,location_11579
2025-05-29,303.60657,64.9404,3.8320768,1.624808,99572.21,location_11579
2025-05-30,302.71365,70.02821,3.4501245,1.6375648,99755.24,location_11579
2025-05-31,302.78107,62.3004,2.352105,0.7585589,100008.27,location_11579
2025-06-01,304.09454,60.341854,2.015663,0.87103814,100064.38,location_11579
2025-01-18,287.51123,52.309235,1.652945,-0.3514234,100285.57,location_234568
2025-01-19,289.32394,52.12079,1.9428867,-0.56626374,100107.25,location_234568
2025-01-20,291.11823,55.46323,2.6153376,-0.7433572,99930.51,location_234568
2025-01-21,290.89615,49.660355,2.2040765,-0.27915576,99824.31,location_234568
2025-01-22,292.04776,49.242477,1.4922341,-0.30449218,99891.836,location_234568
2025-01-23,292.2196,50.77066,0.8723667,-0.51116043,99923.805,location_234568
2025-01-24,289.57227,39.3441,2.3310523,-0.63424,100009.695,location_234568
2025-01-25,288.5327,38.928127,2.0862305,-0.2591939,100031.43,location_234568
2025-01-26,288.7878,29.83626,1.3314916,-0.4438155,100015.79,location_234568
2025-01-27,287.52148,32.01992,1.6622261,-0.5025645,99821.76,location_234568
2025-01-28,290.08167,25.226046,1.0438671,-0.3591421,99928.01,location_234568
2025-01-29,291.14188,24.300116,-0.9632914,0.4575063,99996.086,location_234568
2025-01-30,292.63208,27.544218,0.37058195,0.0342879,99647.875,location_234568
2025-01-31,293.32748,32.686604,-0.18447648,0.0988945,99656.87,location_234568
2025-02-01,293.95255,33.994965,-0.8773225,0.21962877,99819.1,location_234568
2025-02-02,292.02298,37.90505,1.4038955,-0.7935593,99915.28,location_234568
2025-02-03,293.30557,37.841667,1.3173836,-0.88180095,99959.51,location_234568
2025-02-04,294.27756,45.837387,0.5375182,-0.8409067,99872.63,location_234568
2025-02-05,291.814,40.22553,2.2996867,-1.3396667,99939.46,location_234568
2025-02-06,289.67218,29.594843,2.84418,-1.1605825,100088.02,location_234568
2025-02-07,289.3789,30.170557,2.8329384,-0.53023326,100089.4,location_234568
2025-02-08,290.00912,29.77767,1.8599119,-0.55897087,100011.71,location_234568
2025-02-09,291.73422,26.64161,1.644248,-0.27539322,99898.19,location_234568
2025-02-10,293.43784,27.409433,1.6167284,-0.54813033,99916.79,location_234568
2025-02-11,294.6997,27.43271,1.7675034,-0.582261,99816.06,location_234568
2025-02-12,293.5555,32.03384,2.2115672,-0.6589052,99917.56,location_234568
2025-02-13,291.7523,23.717857,3.10796,-0.6726439,99904.63,location_234568
2025-02-14,292.02563,24.688837,2.7519398,-0.40915084,99774.586,location_234568
2025-02-15,294.27335,28.062273,0.3042026,0.02311652,99681.57,location_234568
2025-02-16,295.09467,30.565172,-0.5406855,0.21338557,99818.086,location_234568
2025-02-17,295.46072,30.079954,0.2975228,-0.73020434,100049.07,location_234568
2025-02-18,295.67496,31.1146,1.3437711,-0.6990283,99940.32,location_234568
2025-02-19,295.84073,30.77773,0.6600909,-0.7176068,99827.06,location_234568
2025-02-20,294.67038,37.627274,-1.2588221,-0.53396934,100022.586,location_234568
2025-02-21,295.8712,37.789486,0.75175244,-0.3248405,100020.84,location_234568
2025-02-22,293.5032,36.342678,2.0712786,-0.41175988,100115.01,location_234568
2025-02-23,293.4027,33.718765,1.660649,-0.6251918,100244.945,location_234568
2025-02-24,293.24634,30.43085,1.7128998,-0.64190644,100364.88,location_234568
2025-02-25,294.7076,30.202078,0.6514597,-0.5263924,100452.51,location_234568
2025-02-26,296.3329,29.439537,0.5867943,-0.41374424,100340.18,location_234568
2025-02-27,297.94775,36.97588,0.29915774,-0.712612,99998.35,location_234568
2025-02-28,297.05643,41.66128,-1.3258198,-0.049959246,99757.18,location_234568
2025-03-01,297.3273,41.640217,0.23089331,-0.24211031,99716.81,location_234568
2025-03-02,297.1205,39.4219,2.017079,-1.3266176,99633.48,location_234568
2025-03-03,297.32254,27.794016,2.0710666,-0.5412412,99664.41,location_234568
2025-03-04,296.30737,25.90138,3.454359,-1.0794921,99740.09,location_234568
2025-03-05,293.03012,22.408655,3.666352,-1.248397,99753.125,location_234568
2025-03-06,293.8284,15.665455,2.2088778,-0.7499086,99791.195,location_234568
