AOD,PS,pm10,pm25,relativehumidity,temperature,date,no2_no_ratio,nox_no2_ratio,o3_nox_ratio,co_nox_ratio,so2_no2_ratio,wind_speed,THI
0.7915728,98686.73,80.69,50.43,41.15,28.89,2025-02-19,0.4051724137931035,3.4680851063829787,0.05644171779141104,0.035582822085889566,5.3936170212765955,0.8153379718489768,211.29471414051358
0.7915728,98686.73,69.45,43.4,41.35,29.11,2025-02-19,0.4663212435233161,3.1444444444444444,0.04946996466431095,0.032979976442873975,4.718518518518518,0.8153379718489768,211.29471414051358
0.7915728,98686.73,65.23,40.77,36.85,29.93,2025-02-19,0.42968750000000006,3.3272727272727267,0.06132361870066789,0.033394049787492414,5.101010101010101,0.8153379718489768,211.29471414051358
0.7915728,98686.73,65.23,40.77,33.35,29.44,2025-02-19,0.4556628621597893,3.1946050096339116,0.06574185765983112,0.032569360675512665,4.834296724470135,0.8153379718489768,211.29471414051358
0.7915728,98686.73,65.23,40.77,32.21,28.98,2025-02-19,0.4666088464874241,3.143122676579926,0.08219988172678888,0.03075103489059728,4.66728624535316,0.8153379718489768,211.29471414051358
0.7915728,98686.73,49.94,31.21,30.06,29.46,2025-02-19,0.425513698630137,3.3501006036217302,0.11111111111111113,0.030030030030030033,5.189134808853119,0.8153379718489768,211.29471414051358
0.7915728,98686.73,44.21,27.63,30.17,29.69,2025-02-19,0.4403508771929824,3.2709163346613552,0.17539585870889157,0.029841656516443358,5.292828685258964,0.8153379718489768,211.29471414051358
0.7915728,98686.73,44.21,27.63,29.17,29.93,2025-02-19,0.4284490145672665,3.3340000000000005,0.23155368926214753,0.02819436112777444,5.476,0.8153379718489768,211.29471414051358
0.7915728,98686.73,44.21,27.63,31.54,30.43,2025-02-19,0.40510638297872337,3.468487394957983,0.2877044215626893,0.027861901877649912,5.861344537815126,0.8153379718489768,211.29471414051358
0.7915728,98686.73,38.86,24.29,29.29,29.81,2025-02-19,0.3956709956709957,3.527352297592998,0.3647642679900744,0.026674937965260544,5.735229759299781,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.86,23.04,31.05,30.01,2025-02-19,0.43938091143594155,3.275929549902153,0.4366786140979689,0.02270011947431302,5.138943248532289,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.86,23.04,30.76,30.05,2025-02-19,0.44309296264118153,3.256862745098039,0.5972305839855508,0.019867549668874173,5.025490196078431,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.86,23.04,32.47,29.84,2025-02-19,0.3628546861564918,3.7559241706161144,0.46372239747634064,0.019558359621451103,6.018957345971564,0.8153379718489768,211.29471414051358
0.7915728,98686.73,28.55,17.85,32.5,29.97,2025-02-19,0.3887468030690537,3.572368421052632,0.43278084714548803,0.01780233271945979,5.616228070175439,0.8153379718489768,211.29471414051358
0.7915728,98686.73,25.44,15.9,33.09,30.12,2025-02-19,0.41710296684118675,3.397489539748954,0.5745073891625615,0.017241379310344827,5.433054393305439,0.8153379718489768,211.29471414051358
0.7915728,98686.73,25.44,15.9,33.9,30.48,2025-02-19,0.40482342807924204,3.4702127659574464,0.4297976701410178,0.01594114040465972,5.151063829787234,0.8153379718489768,211.29471414051358
0.7915728,98686.73,25.44,15.9,32.23,31.16,2025-02-19,0.443864229765013,3.2529411764705882,0.3453887884267631,0.015069318866787222,4.511764705882354,0.8153379718489768,211.29471414051358
0.7915728,98686.73,26.8,16.75,31.08,31.25,2025-02-19,0.4016806722689076,3.4895397489539746,0.35251798561151076,0.01498800959232614,4.688284518828452,0.8153379718489768,211.29471414051358
0.7915728,98686.73,27.31,17.07,31.75,31.14,2025-02-19,0.39932030586236195,3.504255319148936,0.41044323011536127,0.014571948998178506,4.702127659574468,0.8153379718489768,211.29471414051358
0.7915728,98686.73,27.31,17.07,32.92,31.06,2025-02-19,0.4020100502512563,3.4875,0.4038231780167264,0.014336917562724014,4.733333333333333,0.8153379718489768,211.29471414051358
0.7915728,98686.73,27.31,17.07,33.44,31.27,2025-02-19,0.42970123022847095,3.32719836400818,0.40503995082974803,0.014751075599262446,4.689161554192229,0.8153379718489768,211.29471414051358
0.7915728,98686.73,25.56,15.98,33.88,31.44,2025-02-19,0.43207712532865905,3.314401622718053,0.42411260709914317,0.014075887392900858,5.062880324543611,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.91,15.57,33.72,32.02,2025-02-19,0.44743701129452657,3.2349514563106796,0.37875150060024004,0.014405762304921969,5.269902912621359,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.91,15.57,34.13,31.84,2025-02-19,0.45135845749342685,3.2155339805825247,0.3291062801932367,0.014492753623188403,5.297087378640777,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.91,15.57,35.21,30.9,2025-02-19,0.4382716049382716,3.2816901408450705,0.3114653586756591,0.014101778050275906,5.460764587525151,0.8153379718489768,211.29471414051358
0.7915728,98686.73,28.02,17.51,37.12,30.11,2025-02-19,0.4155290102389078,3.406570841889117,0.9885473176612416,0.013261000602772756,6.422997946611909,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.18,18.24,40.68,29.26,2025-02-19,0.3987941429801895,3.50755939524838,0.7235221674876848,0.013546798029556651,6.155507559395248,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.18,18.24,45.75,28.54,2025-02-19,0.42707423580786025,3.3415132924335382,0.46511627906976744,0.012851897184822521,5.625766871165645,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.18,18.24,45.76,28.64,2025-02-19,0.4636524822695036,3.1567877629063092,0.37976983646274987,0.01332525741974561,5.263862332695984,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.25,18.28,44.77,28.08,2025-02-19,0.3984306887532694,3.5098468271334786,0.36346633416458857,0.013715710723192021,6.161925601750546,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.28,18.3,46.82,27.23,2025-02-19,0.42173913043478256,3.371134020618557,0.3480122324159021,0.01345565749235474,6.004123711340207,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.28,18.3,48.69,26.66,2025-02-19,0.4427083333333333,3.2588235294117642,0.3140794223826715,0.01383874849578821,5.862745098039216,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.63,18.52,54.24,24.82,2025-02-19,0.46819787985865724,3.135849056603774,0.21299638989169675,0.014440433212996389,5.132075471698113,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.76,18.6,56.69,24.25,2025-02-19,0.4732690622261175,3.112962962962963,0.19095776323616892,0.013087447947650207,4.95,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.76,18.6,59.44,23.65,2025-02-19,0.3913043478260869,3.555555555555556,0.26715686274509803,0.014705882352941176,5.766884531590414,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.76,18.6,62.47,23.01,2025-02-19,0.4058721934369603,3.4638297872340424,0.1762899262899263,0.02027027027027027,5.576595744680851,0.8153379718489768,211.29471414051358
0.7915728,98686.73,34.75,21.72,66.1,22.34,2025-02-19,0.46513680494263016,3.149905123339659,0.05301204819277108,0.02831325301204819,4.954459203036054,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.62,22.89,67.64,21.86,2025-02-19,0.40290846877673225,3.481953290870488,0.05243902439024391,0.02682926829268293,5.509554140127388,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.62,22.89,67.62,21.82,2025-02-19,0.43583118001722654,3.294466403162055,0.09958008398320337,0.02939412117576485,5.16403162055336,0.8153379718489768,211.29471414051358
0.7915728,98686.73,36.62,22.89,67.27,21.82,2025-02-19,0.43201376936316693,3.3147410358565743,0.058293269230769225,0.028245192307692304,5.127490039840637,0.8153379718489768,211.29471414051358
0.7915728,98686.73,52.79,32.99,68.32,21.55,2025-02-19,0.445021645021645,3.2470817120622573,0.04553624925104853,0.02935889754343918,5.042801556420234,0.8153379718489768,211.29471414051358
0.7915728,98686.73,58.85,36.78,69.19,21.24,2025-02-19,0.4044368600682594,3.4725738396624473,0.041312272174969626,0.03219927095990279,5.518987341772152,0.8153379718489768,211.29471414051358
0.7915728,98686.73,58.85,36.78,69.95,21.11,2025-02-19,0.4001713796058269,3.498929336188437,0.025091799265605876,0.03733170134638923,5.728051391862955,0.8153379718489768,211.29471414051358
0.7915728,98686.73,58.85,36.78,69.4,21.16,2025-02-19,0.4090513489991297,3.44468085106383,0.012970969734403951,0.043236565781346506,5.829787234042553,0.8153379718489768,211.29471414051358
0.7915728,98686.73,59.55,37.22,69.57,21.06,2025-02-19,0.4658385093167702,3.1466666666666665,0.027239709443099273,0.044794188861985475,5.076190476190476,0.8153379718489768,211.29471414051358
0.7915728,98686.73,59.81,37.38,70.83,20.8,2025-02-19,0.4326672458731538,3.311244979919679,0.03274711946634324,0.04790782292298362,5.293172690763051,0.8153379718489768,211.29471414051358
0.7915728,98686.73,59.81,37.38,70.25,20.85,2025-02-19,0.4077834179357022,3.4522821576763483,0.04447115384615384,0.047475961538461536,5.431535269709543,0.8153379718489768,211.29471414051358
0.7915728,98686.73,59.81,37.38,69.53,21.0,2025-02-19,0.4198275862068966,3.381930184804928,0.04735883424408015,0.04735883424408015,5.275154004106776,0.8153379718489768,211.29471414051358
0.7915728,98686.73,52.59,32.86,68.13,21.17,2025-02-19,0.4075666380051591,3.4535864978902953,0.06414172266340867,0.04581551618814905,5.424050632911392,0.8153379718489768,211.29471414051358
0.7915728,98686.73,50.98,31.86,69.44,21.24,2025-02-19,0.3914163090128755,3.5548245614035094,0.032078963602714373,0.04626773596545342,5.6337719298245625,0.8153379718489768,211.29471414051358
0.7915728,98686.73,50.98,31.86,70.47,21.06,2025-02-19,0.4570175438596491,3.1880998080614202,0.040939193257074055,0.04334738109572547,4.9213051823416505,0.8153379718489768,211.29471414051358
0.7915728,98686.73,50.98,31.86,71.15,20.93,2025-02-19,0.48309608540925264,3.069981583793739,0.04079184163167367,0.04259148170365926,4.707182320441989,0.8153379718489768,211.29471414051358
0.7915728,98686.73,48.67,30.42,72.03,20.58,2025-02-19,0.4409448818897638,3.267857142857143,0.030358227079538558,0.04189435336976321,5.132936507936508,0.8153379718489768,211.29471414051358
0.7915728,98686.73,47.81,29.88,66.9,20.77,2025-02-19,0.4141501294219154,3.4145833333333337,0.02989627821842587,0.04148871262965223,5.55625,0.8153379718489768,211.29471414051358
0.7915728,98686.73,47.81,29.88,66.8,20.91,2025-02-19,0.3731601731601731,3.679814385150812,0.025851197982345524,0.04098360655737705,6.341067285382831,0.8153379718489768,211.29471414051358
0.7915728,98686.73,47.81,29.88,62.79,20.6,2025-02-19,0.42758022549869906,3.3387423935091283,0.017618469015795866,0.03766707168894289,5.596348884381339,0.8153379718489768,211.29471414051358
0.7915728,98686.73,38.4,24.0,58.79,21.06,2025-02-19,0.4041095890410959,3.4745762711864407,0.06890243902439025,0.030487804878048783,5.353813559322034,0.8153379718489768,211.29471414051358
0.7915728,98686.73,35.05,21.91,59.39,21.0,2025-02-19,0.4499557130203721,3.2224409448818894,0.09285277947464876,0.0293219303604154,4.954724409448819,0.8153379718489768,211.29471414051358
0.7915728,98686.73,33.79,21.12,65.75,20.56,2025-02-19,0.421280276816609,3.3737166324435317,0.0736457699330493,0.027997565429093124,5.162217659137577,0.8153379718489768,211.29471414051358
0.7915728,98686.73,33.79,21.12,68.43,20.22,2025-02-19,0.4618794326241135,3.1650671785028788,0.09581564584596726,0.026682838083687085,4.781190019193858,0.8153379718489768,211.29471414051358
0.7915728,98686.73,33.79,21.12,69.22,19.93,2025-02-19,0.40399652476107734,3.475268817204301,0.14727722772277227,0.02599009900990099,5.361290322580644,0.8153379718489768,211.29471414051358
0.7915728,98686.73,34.45,21.53,71.15,19.35,2025-02-19,0.39982653946227237,3.5010845986984815,0.19206939281288724,0.024163568773234202,5.527114967462039,0.8153379718489768,211.29471414051358
0.7915728,98686.73,34.7,21.69,72.43,18.79,2025-02-19,0.4214659685863874,3.372670807453416,0.22099447513812157,0.023327194597912833,5.27536231884058,0.8153379718489768,211.29471414051358
0.7915728,98686.73,34.7,21.69,71.21,18.86,2025-02-19,0.4367417677642981,3.2896825396825395,0.25392038600723765,0.021712907117008445,5.107142857142857,0.8153379718489768,211.29471414051358
0.7915728,98686.73,34.7,21.69,70.07,18.98,2025-02-19,0.417235494880546,3.3967280163599183,0.2673088500903071,0.020469596628537028,5.333333333333333,0.8153379718489768,211.29471414051358
0.7915728,98686.73,27.23,17.02,68.34,19.26,2025-02-19,0.41267123287671237,3.4232365145228214,0.2490909090909091,0.02,5.2551867219917,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.43,15.27,67.97,19.36,2025-02-19,0.443362831858407,3.2554890219560884,0.25444512568976085,0.019006744328632738,5.1017964071856285,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.43,15.27,68.0,19.28,2025-02-19,0.4268398268398268,3.342799188640974,0.23847087378640777,0.017597087378640776,5.105476673427993,0.8153379718489768,211.29471414051358
0.7915728,98686.73,24.43,15.27,69.12,18.96,2025-02-19,0.4308736217133164,3.320866141732283,0.21695317131001782,0.017190278601066984,4.887795275590551,0.8153379718489768,211.29471414051358
0.7915728,98686.73,25.76,16.1,72.48,18.2,2025-02-19,0.4227430555555556,3.3655030800821355,0.19035997559487491,0.017083587553386213,5.13141683778234,0.8153379718489768,211.29471414051358
0.7915728,98686.73,26.26,16.41,74.87,17.73,2025-02-19,0.42036553524804177,3.37888198757764,0.17892156862745098,0.016544117647058824,5.086956521739131,0.8153379718489768,211.29471414051358
0.7915728,98686.73,26.26,16.41,74.75,17.79,2025-02-19,0.4620141342756184,3.164435946462715,0.17099697885196374,0.015709969788519636,4.738049713193116,0.8153379718489768,211.29471414051358
0.7915728,98686.73,26.26,16.41,75.67,17.51,2025-02-19,0.4282006920415225,3.3353535353535357,0.16898849182313747,0.015748031496062992,5.006060606060606,0.8153379718489768,211.29471414051358
0.7915728,98686.73,28.53,17.83,73.42,17.81,2025-02-19,0.46861184792219274,3.1339622641509433,0.18181818181818182,0.015051173991571343,4.681132075471698,0.8153379718489768,211.29471414051358
0.7915728,98686.73,29.38,18.36,69.19,18.43,2025-02-19,0.42625745950554134,3.346,0.20621637776449492,0.014943215780035863,5.054,0.8153379718489768,211.29471414051358
0.46659032,98810.586,29.38,18.36,71.12,18.21,2025-02-20,0.4346320346320346,3.300796812749004,0.22812311406155703,0.015087507543753771,5.121513944223108,1.560660481591448,217.77783012957843
0.46659032,98810.586,29.38,18.36,73.82,17.41,2025-02-20,0.40862068965517245,3.4472573839662446,0.22521419828641373,0.015299877600979192,5.453586497890296,1.560660481591448,217.77783012957843
0.46659032,98810.586,28.54,17.84,74.64,17.09,2025-02-20,0.42270742358078606,3.365702479338843,0.21424186617556787,0.015346838551258441,5.3884297520661155,1.560660481591448,217.77783012957843
0.46659032,98810.586,28.22,17.64,75.81,16.86,2025-02-20,0.4473684210526315,3.235294117647059,0.21454545454545454,0.015151515151515152,5.101960784313726,1.560660481591448,217.77783012957843
0.46659032,98810.586,28.22,17.64,76.94,16.93,2025-02-20,0.4430051813471502,3.257309941520468,0.18850987432675043,0.01376421304608019,4.961013645224171,1.560660481591448,217.77783012957843
0.46659032,98810.586,28.22,17.64,77.38,16.86,2025-02-20,0.4567685589519651,3.189292543021032,0.20443645083932854,0.013189448441247002,4.971319311663479,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.28,17.05,79.01,16.82,2025-02-20,0.4198275862068966,3.381930184804928,0.20582877959927143,0.013357619914996965,5.338809034907597,1.560660481591448,217.77783012957843
0.46659032,98810.586,26.93,16.83,77.53,17.53,2025-02-20,0.426071741032371,3.347022587268994,0.21595092024539878,0.01411042944785276,5.371663244353183,1.560660481591448,217.77783012957843
0.46659032,98810.586,26.93,16.83,74.98,18.33,2025-02-20,0.4036144578313254,3.477611940298507,0.2256284488044145,0.013488657265481301,5.6545842217484,1.560660481591448,217.77783012957843
0.46659032,98810.586,26.93,16.83,72.27,18.9,2025-02-20,0.43804537521815,3.2828685258964145,0.22330097087378642,0.013349514563106795,5.334661354581674,1.560660481591448,217.77783012957843
0.46659032,98810.586,25.5,15.94,67.28,19.9,2025-02-20,0.47771836007130125,3.0932835820895526,0.23160434258142337,0.013268998793727381,5.1231343283582085,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.96,15.6,69.73,20.1,2025-02-20,0.4357638888888889,3.2948207171314743,0.24848851269649339,0.013301088270858526,5.5717131474103585,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.96,15.6,67.25,20.98,2025-02-20,0.46491228070175433,3.150943396226415,0.24610778443113776,0.01317365269461078,5.283018867924529,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.96,15.6,64.99,21.64,2025-02-20,0.44974003466204515,3.2235067437379574,0.27375971309025704,0.013150029886431559,5.520231213872831,1.560660481591448,217.77783012957843
0.46659032,98810.586,26.81,16.76,60.06,22.78,2025-02-20,0.3958333333333333,3.526315789473684,0.22885572139303487,0.013681592039800997,5.850877192982456,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.5,17.19,58.28,23.56,2025-02-20,0.44716157205240176,3.236328125,0.21424260712130355,0.012673506336753168,5.109375,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.5,17.19,55.74,24.6,2025-02-20,0.4036144578313254,3.477611940298507,0.22317596566523606,0.012262415695892093,5.522388059701492,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.5,17.19,55.94,24.26,2025-02-20,0.43979057591623033,3.2738095238095237,0.2315151515151515,0.012727272727272726,5.01984126984127,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.5,15.31,56.32,24.44,2025-02-20,0.409286328460877,3.44327731092437,0.2544234289200732,0.012202562538133009,5.298319327731092,1.560660481591448,217.77783012957843
0.46659032,98810.586,23.38,14.61,53.41,25.56,2025-02-20,0.4635645302897278,3.1571969696969697,0.22435512897420515,0.012597480503899219,4.7272727272727275,1.560660481591448,217.77783012957843
0.46659032,98810.586,23.38,14.61,49.37,26.76,2025-02-20,0.39435414884516684,3.5357917570498913,0.21963190184049078,0.012883435582822084,5.436008676789587,1.560660481591448,217.77783012957843
0.46659032,98810.586,23.38,14.61,46.89,26.64,2025-02-20,0.4411508282476024,3.2667984189723325,0.24379915305505143,0.012704174228675135,4.980237154150198,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.6,15.37,46.16,26.92,2025-02-20,0.4272260273972603,3.340681362725451,0.2861427714457108,0.012597480503899219,5.174348697394789,1.560660481591448,217.77783012957843
0.46659032,98810.586,25.06,15.66,46.83,26.68,2025-02-20,0.4376634699215344,3.284860557768925,0.3602183141297756,0.01334141904184354,5.328685258964144,1.560660481591448,217.77783012957843
0.46659032,98810.586,25.06,15.66,46.69,27.44,2025-02-20,0.45592163846838824,3.193359375,0.39999999999999997,0.01345565749235474,5.3515625,1.560660481591448,217.77783012957843
0.46659032,98810.586,25.06,15.66,44.93,28.19,2025-02-20,0.4468275245755139,3.2379999999999995,0.41754169240271777,0.013588634959851763,5.6,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.95,15.59,43.14,28.97,2025-02-20,0.4254766031195841,3.35030549898167,0.33981762917933134,0.013373860182370821,5.344195519348268,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.91,15.57,40.74,29.1,2025-02-20,0.4539069359086918,3.203094777562863,0.3260869565217391,0.012681159420289852,5.013539651837524,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.91,15.57,40.2,29.48,2025-02-20,0.4340277777777778,3.304,0.3371670702179177,0.012106537530266345,5.102,1.560660481591448,217.77783012957843
0.46659032,98810.586,24.91,15.57,40.2,29.82,2025-02-20,0.4280732345248474,3.3360488798370675,0.3376068376068376,0.012210012210012208,5.173116089613035,1.560660481591448,217.77783012957843
0.46659032,98810.586,26.44,16.53,40.27,30.03,2025-02-20,0.4241110147441457,3.357873210633947,0.3239951278928137,0.012180267965895252,5.184049079754602,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.02,16.89,38.96,30.22,2025-02-20,0.40791738382099835,3.4514767932489447,0.3765281173594132,0.012224938875305624,5.3164556962025316,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.02,16.89,39.58,30.05,2025-02-20,0.44854881266490765,3.2294117647058824,0.3454766241651488,0.012143290831815423,4.93529411764706,1.560660481591448,217.77783012957843
0.46659032,98810.586,27.02,16.89,40.46,29.95,2025-02-20,0.45406824146981634,3.2023121387283235,0.35860409145607697,0.012033694344163659,4.940269749518304,1.560660481591448,217.77783012957843
0.46659032,98810.586,29.57,18.48,40.48,30.22,2025-02-20,0.4156521739130435,3.405857740585774,0.35933660933660927,0.012899262899262898,5.418410041841003,1.560660481591448,217.77783012957843
0.46659032,98810.586,30.53,19.08,40.32,30.22,2025-02-20,0.45833333333333337,3.1818181818181817,0.3933130699088146,0.01276595744680851,5.235976789168278,1.560660481591448,217.77783012957843
0.46659032,98810.586,30.53,19.08,39.79,30.71,2025-02-20,0.42233856893542754,3.3677685950413228,0.40613496932515336,0.013496932515337423,5.818181818181818,1.560660481591448,217.77783012957843
0.46659032,98810.586,30.53,19.08,38.75,31.14,2025-02-20,0.4236842105263158,3.360248447204969,0.3974121996303142,0.013555144793592114,5.93167701863354,1.560660481591448,217.77783012957843
0.46659032,98810.586,29.45,18.4,39.22,30.91,2025-02-20,0.4386873920552677,3.279527559055118,0.368547418967587,0.013205282112845138,5.328740157480315,1.560660481591448,217.77783012957843
0.46659032,98810.586,29.04,18.15,39.27,30.89,2025-02-20,0.40947546531302875,3.4421487603305785,0.3355342136854742,0.012004801920768308,5.446280991735537,1.560660481591448,217.77783012957843
